id,domain,family,classification
419,ncelow55dqww9tias6mx8pa.net,gameover,dga
420,12lb00616vk9gf6f85k0689ir7.org,gameover,dga
421,1h58pcpujsdlan60ex4108dj5b.com,gameover,dga
422,1lg396v1wfa06815htq3a33784k.com,gameover,dga
423,1t7qetn13ox7fa1annylr5ckzbp.org,gameover,dga
424,hmi363gggwjcobdf26e4na9i.net,gameover,dga
425,ebvjqq18cbsr41w5r2p6u88v8b.net,gameover,dga
426,1tgevagxtop8s1pkuwrhx8s157.org,gameover,dga
427,ukpgp4h0g8mvbpv4qn1tx5ssj.net,gameover,dga
428,pmk4pbd85y6c5qwz6g1n8jsrr.net,gameover,dga
429,tekild1t7pw3dhueuwd1jav8zj.com,gameover,dga
430,rnqoh216a4cva1xfhtj2y5y2hm.com,gameover,dga
431,1745wfztubldw11a7xqx10cwrrn.org,gameover,dga
432,1bv47pt12mvxm01qfhtll19p3b3j.org,gameover,dga
433,1nkq8xoiuz3jg9ab51t1iwmhw2.org,gameover,dga
434,xvvphyth618od4otse87ahp.org,gameover,dga
435,1u1j385d331dot3qw81wwhznp.biz,gameover,dga
436,10gub7c1gw50un1kej1ve1kry0j6.org,gameover,dga
437,ape3091hvtyg61nv3l1r1u3dqno.net,gameover,dga
438,nioz7dqwvr9mspouho1kqy7wf.org,gameover,dga
439,zb173prpyngmfiig5v1teov3n.net,gameover,dga
440,1rgm0y9blgwzx1pp0foi1rl08qe.biz,gameover,dga
441,1xo5pg11un6p7u191rfol14gfla9.net,gameover,dga
442,1v320zt10ldmb51a3ztuf17g8dka.net,gameover,dga
443,1yzyeyo1htgkxq1fvuqgj1s7wigc.org,gameover,dga
444,1uugkqb15nwjjo68jnf3183hzn2.net,gameover,dga
445,1mjm85v1j8jc4616oplx87vd124.biz,gameover,dga
446,khlwq29tddua1q6dc0v1guljnt.net,gameover,dga
447,nnxkfl1dnvj108iitq8ct0kh0.org,gameover,dga
448,c0spbj1mq3zye6chq4a1iunb5t.org,gameover,dga
449,1uuk6hs1ltnt776hjp1s10brpml.org,gameover,dga
450,swwy5c13oljv21jesv6916y3w71.com,gameover,dga
451,1f9cnqa1plh6iq1scp27c1q0y0k2.com,gameover,dga
452,1h1qqw9ht97cn1yj0n881skcsr7.com,gameover,dga
453,162qusj1tt6zhw9j4hlw26ah6v.org,gameover,dga
454,1iclmez1amu6751hyznn4rnlon7.net,gameover,dga
455,29w8qv1ri9uglz63931gvrr1d.com,gameover,dga
456,1n3c2e9jply251yqxwdx198ppdb.net,gameover,dga
457,197l8eb1x0pwax1v0n6t61yewdvb.biz,gameover,dga
458,rwy8w41fwpz5d1i05v8p1ni3osc.biz,gameover,dga
459,hs1e38xn9foi1vyuknp1ajevna.com,gameover,dga
460,1mrer2016kic84ed9sf4nl3mrq.org,gameover,dga
461,1uniol5avkikixmxrkffael1.biz,gameover,dga
462,it7oqabl8bz10hjcixyrlp79.biz,gameover,dga
463,uahlg05ledose1bsxb1rm4f3t.com,gameover,dga
464,sxetz6qxq9ao15xnhhtz6dsyu.org,gameover,dga
465,hgnpylzyt8fy1k3uf1mj78u44.com,gameover,dga
466,2p8fxqmnoak7e7w52p19qn1pq.org,gameover,dga
467,1jy66l215qucko1wwdg7ngphud0.com,gameover,dga
468,1f25huw11gnrqvpvb1kl1au1upa.com,gameover,dga
469,1qtxsxkzflcro1709xmxy0fro6.net,gameover,dga
470,1231kvi1tq0azbc0zo5pm9war5.net,gameover,dga
471,7ukyt4d5es9zbv396w1via7u2.biz,gameover,dga
472,7k1wli90ybp1u7dic314dc9e2.com,gameover,dga
473,n2mmwl1dkkrb5dm6xfq1dvlvlv.org,gameover,dga
474,1rbdb3a1wrbmf6ztge4712c4s8i.org,gameover,dga
475,1wt7j5kfwcy231casxpr1metcsr.com,gameover,dga
476,1k0aq5zawl4sw18243py1e4dhz9.biz,gameover,dga
477,1wccjx01kz624ybtzae1zeni0.com,gameover,dga
478,sildph1cuopuoungbtgre5nl2.com,gameover,dga
479,1tz19911rcg9b416zze7pacgdfk.biz,gameover,dga
480,10s6sgc16kuboe1h4sk8c1pt8z08.net,gameover,dga
481,1dqykb51lzr72cbuym0m1m2xgwr.org,gameover,dga
482,1sfx4rz15ht69ll0g2zumyafq.net,gameover,dga
483,1ncrgy8w8fb141wub3yg1l7gn77.com,gameover,dga
484,1eny3oz1wk585e1ei1s0f10htsob.biz,gameover,dga
485,1hyrccv17o8mdiema817dbyb5.net,gameover,dga
486,1jz0oonv4r8nv1k9t1t71ph1bs.com,gameover,dga
487,7lwzttpo2nlainu4ei11wt0lw.net,gameover,dga
488,13f2her1gxrngr1q7wwkt5crdyf.net,gameover,dga
489,1qxix6t1x7ia4t6tdeahv7t1pc.org,gameover,dga
490,wmmkrn1o4rdpabz8xtj1gb8swb.net,gameover,dga
491,a7afd11ao5h3r1jcfppzcpof1o.net,gameover,dga
492,1hdnj6d1hko2ep1wom19c1c7qkzu.net,gameover,dga
493,qqyq3x1px571r1ov45lg1ofztxd.org,gameover,dga
494,cbx49t14hrtwafaorsh1igymfm.com,gameover,dga
495,t9h6xv1gprc6bc5fp0prl44du.net,gameover,dga
496,1jmi9kc8pwfjknxboan2sclgh.net,gameover,dga
497,5sizam1aa19gn1i54omnavb2la.com,gameover,dga
498,exf9pqtnblu2ekc5riw07o46.org,gameover,dga
499,1mgvb4xwsh5v417nszb99b0dil.net,gameover,dga
500,baw3jv10jn9r61ah4da06a5fl9.net,gameover,dga
501,1nfx2k31qjcue8y9rrakjfs7i6.net,gameover,dga
502,1g2r4kt11ky8y8fxtrzo10k3ywc.biz,gameover,dga
503,y0t3xcpf6uor1lkqra4oz4r8a.com,gameover,dga
504,1vrcjhd2mduo41ufr6u3ryeoej.org,gameover,dga
505,14qy98d1v3d6takjffcj1hgfx2.com,gameover,dga
506,1993s5srzepijsj9iou11zexf5.net,gameover,dga
507,12bjryge5lhkxjpzj6x14joxxt.org,gameover,dga
508,akc349qnysl6tspxnz12omm1m.net,gameover,dga
509,b32a4pvhcfebnnyhsdi27uq8.net,gameover,dga
510,7cn0ba9n3urz1x62prp1guq15g.net,gameover,dga
511,d5kn43in11h81xg564zp5s67h.org,gameover,dga
512,5cib1ws70qr4329zn34wlgr.biz,gameover,dga
513,1945sm81l4sjo314oztbv173ez5.net,gameover,dga
514,agbo4v1wlzmuz1yip7l91ilpiyp.org,gameover,dga
515,1i7nl7j0uspi15jluu41t2vels.com,gameover,dga
516,9iftth1lnapzuquppsa1yru73o.org,gameover,dga
517,qfk8vhvuhz5ihnripucy45gy.net,gameover,dga
518,12zojvy1cv15rg18rhoer1lmp2rn.com,gameover,dga
519,183nq6ywou7601cars685e5t3p.net,gameover,dga
520,1a0tqpxvvq2pv13q8g7feauwmq.org,gameover,dga
521,1udr0281gr3g0813qhwgn1mb4jau.org,gameover,dga
522,g7nt3a1d47dpd172wxhmhx46b.net,gameover,dga
523,1mzcuux1trw7bq1ge4gdeh0may6.org,gameover,dga
524,12fyuxq18y9eyzzkkonv1mlxwqb.com,gameover,dga
525,c41div1u7o9ke1asd6rgn23oc.net,gameover,dga
526,ex56pa168utrnt2me9n1gaihhr.com,gameover,dga
527,nxfo0dkyjfkn1pttuzwe79uv1.net,gameover,dga
528,12pbppol6dp9i1pqo644utdnj2.biz,gameover,dga
529,fq555rs6mfde1u1gosuu9zrm0.net,gameover,dga
530,14tzd981yt2mdct7y6ulw04dad.org,gameover,dga
531,skkd82n2sptqs2nlba182kwbl.org,gameover,dga
532,106j7djk94h98hnq72kbhq8y3.com,gameover,dga
533,10n8ujc9d5sf8adq7qcn83in5.com,gameover,dga
534,61etd71luu2ae17zb4mn6q45rc.org,gameover,dga
535,1ji1oshm42ok51dk0gtjnpjmoc.com,gameover,dga
536,e2txin1nxxvhky0dpva5eznrn.net,gameover,dga
537,1x1iu011jpvdc4bfary31kp02ss.com,gameover,dga
538,lz5hilm1w8c7bbp1nm1nbxb8.net,gameover,dga
539,zaeh4rh4tv5f1f2w9b16tvqdf.net,gameover,dga
540,1up86tn1shmnje1gxio4w1ku9j1j.net,gameover,dga
541,1r9xhm0cxhfwa1lq7qed344c9.org,gameover,dga
542,1vyyaxk1gqk5rc1sxj1ss678a85.org,gameover,dga
543,d3icz31e24mqp17pxnreltvtpb.net,gameover,dga
544,iizay5lzdill18hpg2x1tdltye.biz,gameover,dga
545,qzsr9gfbf35td5qfr51hfnsv7.net,gameover,dga
546,l2hlpt1n9hco7xlmwocgyt1co.biz,gameover,dga
547,4zdh3f1uc0lqv111qsgteaotg0.net,gameover,dga
548,9qz7a31r0rj1vau26zqe89r79.net,gameover,dga
549,1kppvse1kglozohjnc81ttrn4.biz,gameover,dga
550,18f2evj4o06yv1iy0jfr1coat0m.org,gameover,dga
551,vbabm8rur3xl3iv1nj1afwoiu.org,gameover,dga
552,1w5knjqfafxkr1wx2tne15sgg3i.net,gameover,dga
553,4tx10asb954e72fc7h1gd6qab.com,gameover,dga
554,1mx74svuk3knb1y5yn7v1n8tixi.org,gameover,dga
555,z0t4xv1c855yo1knbw3t1yz8l33.biz,gameover,dga
556,116sx9214qhq6t84lh51tymyq.org,gameover,dga
557,rvnc801snyvfm19l0a40h02u5w.biz,gameover,dga
558,1n4nzopwhvzvg13ngf7vogolqp.net,gameover,dga
559,mra23fcm65hnvvjnnj1f4n7sc.org,gameover,dga
560,zihkxhl4eihvo3805uqq4oat.com,gameover,dga
561,o0hh911yz411fakqni41lh0u09.biz,gameover,dga
562,jy1oxjgwivrp1rwf3tig2mcxr.biz,gameover,dga
563,1fjqjkpmzf0y71srfyablx3deb.net,gameover,dga
564,ysdpxo1elyhfx16hlu5lic1e97.com,gameover,dga
565,iwxnnp1w7hhbfdgivnmt4zhnn.org,gameover,dga
566,1rulr9opzira81jtks211yksrk2.org,gameover,dga
567,1e0e5jm1loin5wku37n3gdsrg4.net,gameover,dga
568,1jk33bv94qgd2q3h32g5n1hp1.org,gameover,dga
569,13m7x4aclf3ku16m3mzv1tzjd4o.org,gameover,dga
570,hfyiikzg1i7gp866is1rswtlf.biz,gameover,dga
571,cudkwc1o895eg1otf1p1bzwao8.com,gameover,dga
572,1a9am5dr8f4wlxdpbfk1a2er8n.com,gameover,dga
573,1ckiige4upy191kf12he63r6rs.net,gameover,dga
574,1uh73a51419wocwocskx1dqg35r.net,gameover,dga
575,5hcnfpbdbxnxdhml1g1k1frvy.com,gameover,dga
576,z725w1e8sxes1bawrtu1ww1by1.net,gameover,dga
577,1r6bf621ekmt1oid9mh71ub1q5z.org,gameover,dga
578,by7wjengxnug8is7k41lc6f3j.org,gameover,dga
579,2n3tum1gcbh1j15misyd1048xcb.org,gameover,dga
580,sa7sdm1dpn3k6gszemd1vb6nxn.org,gameover,dga
581,1921lf41q8bz9u7z56ppyagnas.com,gameover,dga
582,1mzrczp13zf6u41ddwwhfoz0z1f.net,gameover,dga
583,ewd61d178ap8m1t2k28n1jjlpca.net,gameover,dga
584,3o7vkz1pvv8ho1nz388j1pkcmnh.org,gameover,dga
585,lrkczh1xoew3920juvb1sx42ea.net,gameover,dga
586,11crzft12sbitf13nbp9u1esyojz.biz,gameover,dga
587,1ach71w15n799eea70lo1285rk7.net,gameover,dga
588,1jta7qlx1cspswe8jh5kwvqkv.net,gameover,dga
589,npycccqnvf9zjaprt9a721pq.net,gameover,dga
590,1qbwkakv7yiorvrttdk1knyxnl.net,gameover,dga
591,zli6ns17gax8h158o3xedekz7.org,gameover,dga
592,9ihe5a1x6z9xhi7au498wivqz.net,gameover,dga
593,1tl9ftxcuh1g8uqbwvmaaym50.net,gameover,dga
594,6mgc81efm2h3xepjr4x93fc.net,gameover,dga
595,57yvxo4s550brf4kjw1itwuf9.net,gameover,dga
596,1d448pmsix8c5tnxt2xn8g6f5.net,gameover,dga
597,12r7klc1eglgn43qnqvt13eaxq7.org,gameover,dga
598,1vrqovbgrptd31a3khfdfs7616.org,gameover,dga
599,53bt8occ0yjx22yzyi2y38zw.org,gameover,dga
600,1dv3v66vln2n31mo9vvjt9yl.net,gameover,dga
601,1a1sw9u1wxj831nf7fe7cx1p43.net,gameover,dga
602,csps3dhlo6fj1n53nyi1m3v110.net,gameover,dga
603,d4hjli1uky65mzdowqs6ikxyx.net,gameover,dga
604,3b0sstgqu8hf5kvjwq38ozo4.net,gameover,dga
605,1ig7j0jcu4p0x1wok79p67pujq.org,gameover,dga
606,1hcueekbdlow31lmox64j8hjyp.net,gameover,dga
607,1311yd41eov8p7xqvketyu5d0b.org,gameover,dga
608,1mbkmwc1cquqi9rrcta3cuo6uy.net,gameover,dga
609,1jpgdrstka8hpcl7vcd1va8w6w.net,gameover,dga
610,l232g7646oxu25nc8s15mglxc.biz,gameover,dga
611,15dbfvh1hybx791m7zj2x6ta6ek.org,gameover,dga
612,1tbvyeo1bpfweq1ttnrh011s9z5n.org,gameover,dga
613,1ac8crc18irmrz1omkiolv88s90.org,gameover,dga
614,ofl6dm1dbumtb1ey3dveemowm7.com,gameover,dga
615,1k62tq36gjv201u072t71mm212q.com,gameover,dga
616,p2czts11cs0dtc131c21mbummx.net,gameover,dga
617,vj8rve1l97co11lcv2eeemz3yb.biz,gameover,dga
618,1m8don5v8v3xc19ngl3uk7ozbn.net,gameover,dga
619,1cdxbx0ca913lf0dlxyvwylsm.com,gameover,dga
620,xwxpozlf7g781vxbbkh7kfqn4.org,gameover,dga
621,vy6p6cvo5csn1568wih9m1x54.com,gameover,dga
622,17hmn8nzrgyig1nx2zpj2fhfp5.com,gameover,dga
623,ilybptg04nqr79zrzqswibz.com,gameover,dga
624,nwzcug5wxcqi86f2zl1ewatd1.net,gameover,dga
625,dz0w091xkwkyt1pze6wyli6zc4.com,gameover,dga
626,11ouex5vg4ppqzcebzf1rplj4q.biz,gameover,dga
627,1cvf2it1ydwr3z10pn360cewthr.com,gameover,dga
628,1rcbgvl14b2vj31j1bb2t1ewjjhs.net,gameover,dga
629,iluz0e1mvx4dt2lql7rgwsxay.net,gameover,dga
630,1bjmr111ikdp8e15he9njs5ijfj.net,gameover,dga
631,1s2jf5c54des4wtr3o4s9qkkb.org,gameover,dga
632,15sm7euogba3xim3h7fe6tofh.net,gameover,dga
633,1irqaahv8syyk237zws165p7ag.biz,gameover,dga
634,9p23ek1x6cmbc1wjkkncd6r36i.com,gameover,dga
635,1vmmr71jjy6le1h1uko0qatrps.net,gameover,dga
636,12pfwov1v0e2kjtfihod1co8sly.net,gameover,dga
637,1ucyb4g16luecs100lwcd1tv5aby.org,gameover,dga
638,gs700z13z1pwh1i2f7bwy2baf2.org,gameover,dga
639,1uzf8ds1osgln93nq86532gcog.org,gameover,dga
640,1yaseh71hbdgiu1gfrq2mythx0f.net,gameover,dga
641,54c2z4gde7qogzfnuq1iabln.org,gameover,dga
642,1e3cc9h1f01a524m1vjwd95loo.org,gameover,dga
643,a41dhmfukeok15fdjj3ygqo37.org,gameover,dga
644,9n2fzt107pjc81ciqrzc1xssc76.net,gameover,dga
645,1k40iywqy8b01gqap2wa8rjhv.net,gameover,dga
646,18ilih41dtav7k1hmah2bt0kop6.org,gameover,dga
647,18g5z44qwu16g1q8p1s817idnmt.biz,gameover,dga
648,11zvjkbp8i43tylsrr21lpegbb.org,gameover,dga
649,qf4x14b32wklkumymsyblhpx.net,gameover,dga
650,1wh6u1lyoid8bcwcvle8w5jpm.com,gameover,dga
651,k79bi61egq02lyqwyi41eovz2x.com,gameover,dga
652,jvpk2g15g80xai5c04opicebb.net,gameover,dga
653,q1ktuv1llhjvjvlnrz17lg8it.org,gameover,dga
654,25r4py1igbzwn1h3rvsky7hs03.net,gameover,dga
655,1y10ky16ctx1l1lghwev139eq33.com,gameover,dga
656,1lyy8h61viuyt411rp1561yifvf5.net,gameover,dga
657,1rmap5n1xc37hb10ur84zkl5e3z.org,gameover,dga
658,1qsrahv1xeurnv1wcq8gfrg83xc.net,gameover,dga
659,1lzc87a1ousbvs1ilvrhifrcgky.com,gameover,dga
660,e700bmpibv2vyvwcly1xnzd26.biz,gameover,dga
661,17qxcihrk1clvoqi4x7nwvh10.net,gameover,dga
662,11cnr931qygi4n6ambq612xg37s.net,gameover,dga
663,1kdo0atp88rdgggcyqz19ptc56.biz,gameover,dga
664,17rh30r1g6c88x1y9to7oee1cst.com,gameover,dga
665,1lp6qcr1cg270vkvmnppxc3gg1.org,gameover,dga
666,1kv88bp1fvig0yvgs1go19id00l.org,gameover,dga
667,nxx6onkltv66vfn7sax2kobb.com,gameover,dga
668,60on9gymmkp31vg8wvv1xios3o.com,gameover,dga
669,ftlkx7xwvpowxoyzrhx980bo.org,gameover,dga
670,igelbqd9o0td11rg0jmx52pqy.biz,gameover,dga
671,y2yky7197f5pm8yaxy31ysbo4i.biz,gameover,dga
672,zj36h6xvpge58hbblkq07mak.com,gameover,dga
673,ohafm51u15p0z126yu45y2tzvg.biz,gameover,dga
674,1hiw6agmx3xs31iso62413b0bw9.com,gameover,dga
675,1x5cnhb5llf6c1be0z0caccg72.net,gameover,dga
676,sddar61fhx5co1r0ja7k1u75k6l.com,gameover,dga
677,1or4e5l1nvct671f8hx9g1kcgyt.org,gameover,dga
678,yoxq6h599ft92li2d9180klfv.com,gameover,dga
679,1my69ff1doksldlxo78u2qlbzg.com,gameover,dga
680,4zv6na9r5kh11s9liiq1p16gnl.biz,gameover,dga
681,g8o1ed11wlocqejkomlri028p.net,gameover,dga
682,1jiltv21r2ur7g6erl2d14807bv.net,gameover,dga
683,1wxki0tml1vhz1j2e4jw1x3rvbm.com,gameover,dga
684,1ax27wu1bpdns1n2cdilaegky.com,gameover,dga
685,sclz8j1djakxvr6vggo1xpoh41.org,gameover,dga
686,gelohk180a002o9t7g41seijzm.biz,gameover,dga
687,jf3im41qvgg17hs7cux1ht5h0y.net,gameover,dga
688,176owlj101m4wme4k6p2sxd9dw.net,gameover,dga
689,1ye7lkbv21pxwj8hwj3xjhirs.biz,gameover,dga
690,1hcdhf67hdbke1sj8fd71l19l1b.biz,gameover,dga
691,31rh651rmaco1smih09cbmtrr.net,gameover,dga
692,11yaer69511v54piah6ac1fhz.com,gameover,dga
693,4n63au1c4793n5emtta47s4l.net,gameover,dga
694,bngfdw78qhboi2ska4y7lpf0.org,gameover,dga
695,1bks1b81lzznbk1xgt88k1dykv9w.net,gameover,dga
696,oq2mof1aode4dgujkbo1fv8761.net,gameover,dga
697,mvrbk618lvyub141al99b9ns29.com,gameover,dga
698,gabrg41d6zmc32mdfb75a04g.net,gameover,dga
699,1i7hb15rm9q8k8pq0i6xx3zz0.org,gameover,dga
700,7wxk552gcrmc11lt3tz17816jm.biz,gameover,dga
701,af9ule1npopo51o8tevii7vwyq.net,gameover,dga
702,35ql9v11okdozxxdqvh1af361v.biz,gameover,dga
703,11753ut15w26xk1t584ve1tw91pn.org,gameover,dga
704,1n6dibq1rawjzvrbd4rc893qr4.net,gameover,dga
705,16jynsym4ue6u2enuoc19y83u0.net,gameover,dga
706,1wbz9bkbblmxwe1oy1l10ki6dx.net,gameover,dga
707,164nw9gvxfg38z7n9f4dusdvr.net,gameover,dga
708,bqoku51il7k3r71a8yz1864f6i.org,gameover,dga
709,14xuc7d1j82gie1w3top5jwst7y.net,gameover,dga
710,1w8we8516gmegw1dlosfs1dvf5h5.net,gameover,dga
711,67ya0y1jla4ht1qijp8r5st096.net,gameover,dga
712,msnvrju3uoys1k0vtwo5r6trv.net,gameover,dga
713,1c67b231t7t7ubjwffuv13y7wrv.org,gameover,dga
714,1t1xl9z1hsmzai9v3iwkbtel34.org,gameover,dga
715,1uontcp1hh5v9kl30fw7gtlhkr.com,gameover,dga
716,xk3lyw1f6e86s141u6en1r9uq3v.net,gameover,dga
717,wmcky18nrnl11y55fdi1xexmab.org,gameover,dga
718,1k7zjob1mwkzkzsjtuuw1l0q0lv.org,gameover,dga
719,y04lbn19941n91r8evrt10p6rz7.net,gameover,dga
720,wva1471tnkodw1wnvn2gcjakap.net,gameover,dga
721,1b96cz21du9njh1wpbgia1a1awlq.com,gameover,dga
722,15injc61k10cdkh14u5j1k636y8.net,gameover,dga
723,exaer71hvyreffwgg1u146d859.com,gameover,dga
724,1xoz6o5m9fwzd1j1i1rhwipwpv.net,gameover,dga
725,uoheturitax115g9u4876q3dk.com,gameover,dga
726,1ufw49r14dc7u01f2vc531c6mvt8.net,gameover,dga
727,1cu1bj51gixhwa1ejes181a3mfyv.biz,gameover,dga
728,vc55ma8qv5la5of22o1f2e542.com,gameover,dga
729,1qbvsl39gcrfjkbjuq61apt7yo.com,gameover,dga
730,3gtm40tnwwxuzbt95m6ckv5r.com,gameover,dga
731,19odbq71frlotf1xwer5u7vt0rs.net,gameover,dga
732,415gdw13ifjs1vzvnzkat945k.net,gameover,dga
733,cuc3e01ffhh5p15p224m1ru1nbz.net,gameover,dga
734,1eei788mi35p7chlrww1jodx0t.com,gameover,dga
735,91lrpwndoc9slh0hsq708466.com,gameover,dga
736,c09wo11t745lflq32yj1auqmx.net,gameover,dga
737,jozvwa9vkbcr1pospx814f2ens.biz,gameover,dga
738,15j527t1aqb04hlvuup11gspujm.com,gameover,dga
739,1x6kdn51eeto0r3hdpj1xp7iht.net,gameover,dga
740,ectux81uzgfny39ivhk1akbpbn.net,gameover,dga
741,3r97au1rl4zm1z63lspcnqydw.net,gameover,dga
742,1oi285z4q9sqzqe83ksbn7hya.org,gameover,dga
743,16zo1do10q2xq917ronlyz61h1j.net,gameover,dga
744,yujjnt1gzmhk51ezakunvcgdnz.biz,gameover,dga
745,1vt0h1c9njl87cun0zh1ailjtw.org,gameover,dga
746,108zqfd1fh3j6o5o4956ntgyqi.biz,gameover,dga
747,1mleccnlxgzth1w6nvgu4lrhs7.com,gameover,dga
748,1vp1kmmngvqngwbp3mgy7vop1.com,gameover,dga
749,1nf5y5i235qmyqthaf9510qvf.net,gameover,dga
750,1wtb9dp1vmr1bt1om97jltxugzz.net,gameover,dga
751,1i4zlwj13hnagv9o8izvhc6n4n.net,gameover,dga
752,1njed49tq6pjvovf7gq18la5b0.com,gameover,dga
753,7nkqw6ylkavn1iqzpyfe2m2lt.net,gameover,dga
754,2wrcqn5kqjgmeka69hzzde5e.com,gameover,dga
755,tjdp7f1tx47r7vimg87ed6k3y.org,gameover,dga
756,1tzvtu71itu2c2151b22m6rzs1q.biz,gameover,dga
757,17aoory1safar693k1felg44h1.org,gameover,dga
758,kcpel71ww2w37180klqq1rqmvid.biz,gameover,dga
759,193rc9ouxpu0450ttkeamzhve.net,gameover,dga
760,z3onh094ggu1kdvfm93kcrq2.net,gameover,dga
761,1suappnlea2ki1n2t2q4nsma40.org,gameover,dga
762,1hzmwc01gnt5a219cy2tw7qklqu.org,gameover,dga
763,1w7uyw4dixs5z1tx8yhh1probzh.com,gameover,dga
764,159qgogqsqmynf4npmx1w3q6q.org,gameover,dga
765,5y0ur9ghntve1hwiqop8hccuk.org,gameover,dga
766,1dj844w141ghub1e4tvuv87f1gp.com,gameover,dga
767,45vhuysl2f6si00of51q38big.com,gameover,dga
768,1eh0g7c37g0kz16zt62p1ku7z1m.com,gameover,dga
769,1e20mnrlcdfqrf8sva2ot00n.org,gameover,dga
770,15pagba122ltya1s3h50f1b7z8jm.com,gameover,dga
771,11uibrg66xsok1cq8cieb31t.com,gameover,dga
772,1278wjq1l54coiv0hvm9mve2qu.org,gameover,dga
773,1h8m7tp1v7xt9gr4pwnb15wxy6r.org,gameover,dga
774,1m1fd0v1hmggx3zr7u7l1e0nw56.net,gameover,dga
775,1q4s84fiflhqm14hz6cklymvze.net,gameover,dga
776,1xhmdqdmls3rwt5gy24dswsyd.org,gameover,dga
777,171ewkg5osqg1n6uned272ow.com,gameover,dga
778,1rzijnz5io0p01u8xdkq1jtu22s.org,gameover,dga
779,1nmwm6xz8yxy5cv0x4a10s3drr.com,gameover,dga
780,zrqz2iouc7fi1mr5pmzpyiw00.com,gameover,dga
781,1qufje41iryq7qcihr251kiev2p.net,gameover,dga
782,1dq9ygeiierxx1urhk9kksohqx.biz,gameover,dga
783,93tij84xh8z5ppat6x3awwnz.net,gameover,dga
784,bsec7vsh296w2ivuh4uwbu9x.com,gameover,dga
785,sxjkxw10a4k1t16ghnj110x2qx5.net,gameover,dga
786,n7zt89xu72mm183cvvgo0yhzf.com,gameover,dga
787,43zurh1eb4qsfaaqk0h1bjn5hd.biz,gameover,dga
788,qfn78jeawm7w1q3kul7he9wqq.net,gameover,dga
789,n3kmn1bbi44umoynyu8v2xeq.com,gameover,dga
790,7wplv5qs13o514ers0x1jks1f.net,gameover,dga
791,1bm5a4mtm2ie31m7uoqe116qugf.biz,gameover,dga
792,1yf7pn2soic77kgi91q139zcf4.com,gameover,dga
793,trv2gy1de6qyjptmfmpefijxu.com,gameover,dga
794,edtttn1tjd88u11ntaer785a7r.biz,gameover,dga
795,1p6lw4rbzh0fv1s6uleupx5mpu.com,gameover,dga
796,l5rgrpwr0atmnxzh7x34o485.org,gameover,dga
797,1onk6l91imlntf60ptyx1carm30.com,gameover,dga
798,1xd9q6jxn5rcc17y1z211adyanv.com,gameover,dga
799,1c8gxk98wbpjz1refc4k1yymvi4.com,gameover,dga
800,ca72m950gqa91bbeycyaifex6.org,gameover,dga
801,molxgg1tdhaxclkk96foiyqbh.net,gameover,dga
802,qxbhtn1yasa7olbs2j7g7sutd.net,gameover,dga
803,ee1amq463hbz1ycw7z2r10gas.net,gameover,dga
804,qfh2wtlpiueet7vypf172ut4h.com,gameover,dga
805,qh8uly1vvxj761gdjvjw1o1took.com,gameover,dga
806,yccyaup7zmk4siqq313e65pu.com,gameover,dga
807,f3n1h514eit1zjshds21fv9rt2.com,gameover,dga
808,qt99b41onqgyo8fe45yjzvoff.org,gameover,dga
809,sbp1zhj8i04n19p3n62cfz206.org,gameover,dga
810,6s9ybf1oaz2201lv9ty4qj0q4y.net,gameover,dga
811,8zgypbx5j0ae19dsita1jod6n4.org,gameover,dga
812,17xlest1uqy5bgkjow3z6gngi9.com,gameover,dga
813,18q5yezcth9e636c5g51vn0luo.com,gameover,dga
814,12ess5a1aynz3y11gnv11id2cf0.com,gameover,dga
815,117nj8r1mouvip19fv7bllfwlnh.com,gameover,dga
816,pno5ssmx8idp1sdp4ud1qp8e.com,gameover,dga
817,1gqjh6y15nyufb19ake9k1qbzd1d.net,gameover,dga
818,1lkj9v41j7xua1c4s9oo1o1h984.net,gameover,dga
819,14gk2d6caw09s1dq9oel11j4u05.net,gameover,dga
820,jp8e9x1jel0b9jy38sge0u028.org,gameover,dga
821,10zm7np1bvonlt1tgskre1acbzcj.com,gameover,dga
822,f1gred1889hudz376b218s3zrv.com,gameover,dga
823,1jp6war1mrsn73ofar0v1ify2hq.biz,gameover,dga
824,1ve20pw1gl2x441wwi5kr1guno14.net,gameover,dga
825,1n8292egei0epwvwyw9kneibl.com,gameover,dga
826,88ng4d11p958e10uxou01fyc8k6.net,gameover,dga
827,tbmmdi1tnnf3ac1nan6tml2ag.com,gameover,dga
828,122ipwxave9113mfx4t12mr9b.org,gameover,dga
829,11gy9o4xhxw092p9o7t1m6tsy6.biz,gameover,dga
830,4vdz2frv5chc12cgd4du13rp5.org,gameover,dga
831,1esp8u7y3z4bq18qhsfu1614bcd.com,gameover,dga
832,1pcnh9513zujsb5sisyq1d5kzqf.com,gameover,dga
833,1dmebyjykbepytt745u1n8tffx.com,gameover,dga
834,1hazw261lcdljd106wy31kvihph.biz,gameover,dga
835,1e8illq1exxp981jxss1ts7q43.biz,gameover,dga
836,1fc2zuq6fwh7u15bedoo1oocbp0.net,gameover,dga
837,1gxecqt11hx2hv18lqrfnlf7mdg.biz,gameover,dga
838,1od2kgcw9p6mlke6aj514cesb9.org,gameover,dga
839,1vd8yd1t0wda61klysdxw2hqqo.biz,gameover,dga
